,ind cell,total index,TARPg3,Islet1,Pax6,DAPI,CD15,GLT-1,Cav3.1,DAPI,CABP5,SCGN,Kv2.2,DAPI,CAVIII,Rec,DAPI,Calb,PKC,Parv,DAPI
,23_s2m2_cell 150,cell 7702,887.901,6471.776,8047.844,4271.505,1705.855,1450.711,1220.242,1448.277,2295.9,425.337,2210.37,6239.781,2090.417,1272.229,3600.363,1249.283,1262.25,471.434,2664.242
,23_s2m2_cell 151,cell 7703,1726.004,1672.7,764.383,2592.581,1658.478,1500.744,1291.541,945.928,3178.844,412.507,2112.719,3095.981,3248.687,2053.624,1695.4,2346.749,3295.334,2438.571,1575.326
,23_s2m2_cell 152,cell 7704,751.861,8098.418,1166.81,4938.47,1597.371,1486.076,1242.418,1283.436,3312.962,397.595,2095.018,6877.528,4939.423,1333.47,2016.009,1223.425,3865.445,417.168,1822.081
,23_s2m2_cell 153,cell 7705,925.522,2813.341,599.934,4201.833,1626.343,1667.319,1800.749,1186.213,4112.018,460.657,2124.526,6631.729,3336.239,1855.592,1961.476,1306.034,2587.785,556.697,1843.641
,23_s2m2_cell 154,cell 7706,983.379,5077.058,4702.065,6481.691,1651.628,1531.848,1221.978,1570.096,2646.675,426.53,2123.319,7905.114,2616.773,1421.271,2621.907,1287.617,2235.594,455.378,2166.351
,23_s2m2_cell 155,cell 7707,1469.297,6064.049,2666.288,3989.213,1652.386,1605.678,1643.018,1229.131,3138.417,474.92,2122.333,5452.463,2775.12,1978.047,1834.514,3070.075,3800.907,3221.089,1920.698
,23_s2m2_cell 156,cell 7708,930.349,4542.077,5047.003,4723.92,1761.705,1537.549,1178.24,1504.652,2447.74,536.604,2155.999,6338.226,2052.086,1457.698,3740.868,1259.129,1286.186,488.579,2718.509
,23_s2m2_cell 157,cell 7709,1549.715,1669.899,731.158,2497.425,1789.935,1535.719,1264.146,1041.482,2633.814,657.188,2120.939,3458.241,2609.953,2059.806,1592.085,1946.458,4512.939,4195.33,1634.324
,23_s2m2_cell 158,cell 7710,1406.522,4361.065,788.982,5241.636,1666.585,1711.669,1662.528,1344.4,3402.621,502.606,2122.269,8251.522,2352.125,1573.51,2281.242,1273.263,1366.403,491.97,2018.206
,23_s2m2_cell 159,cell 7711,1194.35,2338.616,607.398,4729.838,1633.849,1703.012,1312.176,1220.268,2853.549,610.851,2098.791,6114.956,2498.773,3440.156,1874.272,1406.59,1731.924,690.648,1786.741
,23_s2m2_cell 160,cell 7712,1291.84,5724.989,2128.434,3830.166,1632.119,1526.214,1206.547,1285.164,2861.942,635.151,2139.497,5414.935,2791.49,1896.823,2126.84,3114.913,4490.836,4167.004,2063.063
,23_s2m2_cell 161,cell 7713,1021.055,4451.43,5027.92,6118.147,1635.016,1605.353,1332.577,1541.939,2664.301,428.907,2151.933,8270.882,2081.051,1474.317,2644.083,1314.551,1143.753,424.728,2160.365
,23_s2m2_cell 162,cell 7714,1017.149,4269.086,4465.179,4265.227,1739.705,1638.302,1236.031,1434.422,2563.698,544.271,2205.227,5920.827,2094.335,1677.958,3489.93,1325.332,1254.013,564.628,2686.359
,23_s2m2_cell 163,cell 7715,444.723,1286.957,501.489,324.41,1552.456,1354.854,1032.04,430.498,2267.344,439.739,2096.061,659.559,1985.021,11808.942,329.891,1671.213,1078.863,523.38,395.024
,23_s2m2_cell 164,cell 7716,1173.381,2238.191,771.125,312.394,1948.693,1532.032,1220.519,391.767,2617.333,485.203,2122.051,565.43,2251.089,1230.949,333.237,1274.214,2218.256,784.487,370.67
,23_s2m2_cell 165,cell 7717,1225.239,1673.202,565.247,341.463,1612.742,1385.918,1067.661,435.694,2422.17,463.402,2112.046,667.065,2237.49,12289.254,325.584,1710.29,1398.976,868.195,381.918
,23_s2m2_cell 166,cell 7718,1251.159,3593.713,1169.618,5892.415,1675.66,1730.045,1706.1,1463.159,4541.234,976.187,2207.471,8842.696,2512.76,1564.724,2544.376,1271.549,1523.354,469.546,2146.788
,23_s2m2_cell 167,cell 7719,1112.617,7325.808,692.928,5078.142,1875.795,1702.176,1551.125,1256.296,4056.055,751.228,2192.124,8138.824,4603.911,1957.541,2231.765,1280.93,3012.821,481.326,2032.782
,23_s2m2_cell 168,cell 7720,1386.342,3195.971,2593.25,2857.98,1675.594,1587.037,1246.062,1062.414,2924.2,658.375,2144.812,3983.041,2625.004,1722.179,1701.427,1772.732,4693.637,4758.119,1659.105
,23_s2m2_cell 169,cell 7721,1033.32,4328.577,4748.788,4803.565,1783.547,1683.921,1296.9,1723.71,2694.987,498.941,2196.427,7460.372,2203.575,1583.067,3660.333,1441.987,1600.967,998.782,2703.316
,23_s2m2_cell 170,cell 7722,1008.532,2846.323,601.478,4392.009,1676.728,1688.274,1241.152,1202.719,3027.377,532.927,2115.119,6506.454,2324.66,3034.55,1916.11,1276.262,1285.377,493.576,1814.986
,23_s2m2_cell 171,cell 7723,805.13,6479.754,1570.629,5320.977,1671.009,1630.95,1245.606,1190.232,3565.649,518.683,2156.49,8121.039,4045.46,1917.296,2158.344,1277.608,3541.667,430.977,2050.162
,23_s2m2_cell 172,cell 7724,722.515,4616.393,4596.279,5164.167,1617.823,1525.656,1213.711,1370.505,2530.878,592.216,2180.167,7515.854,2257.334,1400.39,2365.601,1254.378,1582.808,448.474,2031.247
,23_s2m2_cell 173,cell 7725,1034.884,3241.464,609.255,3109.949,1607.743,1602.114,1536.636,1167.636,4102.803,860.471,2207.524,4810.682,2943.847,2468.294,1983.667,1863.553,3118.43,2150.862,1937.879
,23_s2m2_cell 174,cell 7726,768.814,4255.701,4538.568,3547.505,1738.649,1508.394,1178.382,1418.802,2433.495,956.377,2260.269,5922.611,2044.776,1335.08,3386.8,1373.429,1122.033,624.649,2682.323
,23_s2m2_cell 175,cell 7727,1009.792,4891.507,818.878,4855.731,1656.111,1690.749,1471.916,1170.609,3474.095,507.158,2137.685,7048.85,3088.937,2238.744,2020.703,1310.756,2102.185,459.566,1882.33
,23_s2m2_cell 176,cell 7728,1410.235,3001.269,604.747,4675.052,1664.587,1677.835,1740.571,1309.16,3676.569,589.411,2156.813,6496.95,2460.964,2015.876,2000.907,1619.962,1669.799,676.307,1902.248
,23_s2m2_cell 177,cell 7729,1290.704,4986.625,2758.644,3789.217,1594.664,1506.216,1295.588,1154.311,2614.356,587.41,2129.598,4057.503,2327.826,2252.911,1958.214,2813.805,4249.929,4178.443,1926.303
,23_s2m2_cell 178,cell 7730,1055.581,3863.884,1437.163,4526.332,1634.915,1674.708,1840.299,1129.102,5549.088,570.841,2186.903,6793.007,2745.59,1606.088,2046.789,1295.737,2002.017,464.121,1876.282
,23_s2m2_cell 179,cell 7731,1435.644,5525.866,599.646,4196.013,1650.527,1632.022,1556.771,1262.716,3332.96,716.442,2155.604,6396.013,3112.727,2047.27,1984.211,1309.457,1981.717,596.004,1853.229
,23_s2m2_cell 180,cell 7732,1197.581,2223.107,733.059,334.416,2840.523,1533.97,1160.486,396.629,2557.168,779.421,2219.689,556.232,2704.012,1297.173,373.88,1328.64,2434.995,889.131,386.44
,23_s2m2_cell 181,cell 7733,1136.179,1683.434,584.894,366.699,1629.124,1394.176,1083.94,436.718,2494.911,481.226,2142.628,675.755,2267.308,12391.871,326.348,1942.721,1347.61,857.643,396.114
,23_s2m2_cell 182,cell 7734,1109.808,4591.456,5200.716,6853.695,1776.734,1718.474,1594.299,1625.419,3688.203,507.102,2215.224,9096.104,2268.219,1588.708,2894.435,1334.862,1161.067,433.502,2193.545
,23_s2m2_cell 183,cell 7735,928.662,1918.768,611.21,4306.076,1650.302,1857.559,1887.142,1128.324,4034.237,539.019,2140.145,6648.774,2317.861,2844.226,1923.733,1247.166,1529.728,442.052,1799.226
,23_s2m2_cell 184,cell 7736,1242.166,2534.782,1789.341,3160.761,1594.868,1558.274,1469.83,1171.302,3233.332,486.273,2122.221,4322.526,2347.271,2461.783,1904.794,1451.165,3576.685,3618.913,1852.692
,23_s2m2_cell 185,cell 7737,880.176,2331.231,625.583,4172.263,1672.424,1745.119,1632.154,1149.395,3384.422,615.494,2149.591,6407.221,2336.988,3262.491,1947.906,1216.499,1490.806,482.682,1804.583
,23_s2m2_cell 186,cell 7738,1243.61,5224.876,612.157,3125.827,1845.004,1620.305,1448.363,999.052,3131.866,820.759,2181.254,4387.122,2815.92,2124.377,1510.235,1251.738,2230.802,792.798,1591.254
,23_s2m2_cell 187,cell 7739,1027.071,5395.04,6195.297,6142.951,1803.401,1559.035,1284.683,1790.694,2643.873,571.971,2258.519,8498.669,2157.397,1388.149,3917.677,1259.754,1356.607,472.898,2767.475
,23_s2m2_cell 188,cell 7740,1603.489,1939.01,591.925,383.055,1721.162,1484.6,1169.025,463.163,2702.363,526.392,2181.988,684.774,2543.646,14069.375,335.276,2054.66,1652.494,1169.06,386.856
,23_s2m2_cell 189,cell 7741,967.71,2072.549,1086.606,1603.79,1643.413,1600.001,1436.419,708.931,3320.663,859.658,2198.225,2071.836,3466.396,2947.657,1027.961,1785.698,5578.767,4730.945,1060.302
,23_s2m2_cell 190,cell 7742,1049.786,4543.97,625.037,4217.007,1649.854,1633.2,1420.624,1152.864,3287.878,2558.488,2517.017,6291.41,4388.115,2174.275,2048.685,1271.559,2788.922,586.227,1984.081
,23_s2m2_cell 191,cell 7743,988.054,6080.788,5639.619,5912.28,1658.927,1579.131,1429.159,1426.103,3021.278,705.272,2251.532,7810.764,2701.712,1438.867,2680.181,1242.502,1823.853,449.054,2146.109
,23_s2m2_cell 192,cell 7744,1080.1,5808.409,6633.29,4559.659,1801.446,1594.848,1450.072,1556.628,2787.691,675.344,2302.801,6827.255,2419.315,1542.142,3762.918,1308.383,1590.949,716.341,2718.484
,23_s2m2_cell 193,cell 7745,806.884,1841.907,566.213,3439.238,1559.162,1624.616,1244.26,1109.346,2767.994,977.013,2195.665,4846.747,2363.388,3110.443,1750.713,1214.129,1694.665,784.395,1786.321
,23_s2m2_cell 194,cell 7746,1168.458,1862.721,754.153,743.602,2612.42,1483.661,1083.693,504.49,2286.562,805.135,2204.016,971.112,2526.982,1285.331,900.568,1255.865,1954.38,665.367,690.743
,23_s2m2_cell 195,cell 7747,1242.134,5159.207,632.927,4479.282,1664.073,1729.955,1445.169,1219.494,3162.321,2199.813,2443.506,6195.651,3782.366,2342.913,2070.844,1280.435,2329.132,566.852,2025.589
,23_s2m2_cell 196,cell 7748,931.579,6195.094,1539.127,4904.722,1697.388,1675.528,1391.605,1226.585,3580.92,3450.906,2717.214,7190.792,4778.997,1982.545,2387.468,1300.846,3044.472,566.89,2060.585
,23_s2m2_cell 197,cell 7749,1453.455,1831.377,574.9,365.944,1698.21,1480.125,1138.536,481.63,2675.996,512.668,2183.06,700.96,2521.545,14009.392,343.688,2152.534,1519.096,1055.73,407.937
,23_s2m2_cell 198,cell 7750,1085.246,5475.39,6269.802,4434.749,1745.477,1649.944,1500.312,1481.695,2806.219,789.93,2309.904,6641.133,2435.842,1581.472,3332.793,1473.661,2312.174,2077.205,2503.835
,23_s2m2_cell 199,cell 7751,1576.503,3009.508,2090.48,2494.168,1630.132,1585.276,1331.599,946.29,2919.822,544.762,2162.211,3628.281,2290.316,1743.22,1752.883,1518.714,4195.113,4649.851,1665.65
,23_s2m2_cell 200,cell 7752,1187.388,5445.131,621.425,3531.313,1664.732,1627.182,1335.129,1158.849,3313.762,807.522,2222.564,5730.704,3160.738,2183.913,1891.645,1500.668,2498.355,612.57,1874.36
,23_s2m2_cell 201,cell 7753,1364.56,1995.293,621.184,2677.243,1622.661,1627.799,1338.131,945.166,2997.184,539.748,2169.138,4207.197,2679.891,1869.291,1479.691,1400.162,2019.707,1220.061,1585.613
,23_s2m2_cell 202,cell 7754,1175.471,7125.677,1162.986,5296.397,1686.3,1695.484,1383.28,1250.823,3429.936,638.235,2204.012,7224.241,4185.553,2850.57,2162.708,1285.854,2491.06,473.066,2020.918
,23_s2m2_cell 203,cell 7755,1125.79,2335.836,776.148,345.117,1969.456,1788.751,1302.762,431.232,2629.975,711.628,2213.344,722.549,2203.574,1853.877,356.044,1569.235,1628.027,769.101,449.279
,23_s2m2_cell 204,cell 7756,1812.46,2021.18,591.764,386.957,1731.049,1580.146,1278.246,476.79,2798.653,574.18,2232.458,730.664,2733.842,16012.19,350.36,2005.619,2246.872,1777.315,411.764
,23_s2m2_cell 205,cell 7757,988,5006.742,5803.756,6217.644,1697.106,1609.435,1285.161,1454.183,2857.364,501.803,2240.979,8725.31,2561.016,1557.624,2763.057,1315.946,1987.226,604.961,2267.283
,23_s2m2_cell 206,cell 7758,1029.026,4970.218,5434.744,5097.22,1755.043,1617.213,1223.828,1584.505,2747.961,565.833,2250.175,6818.366,2422.902,1601.92,3914.741,1396.033,1558.312,680.167,2836.22
,23_s2m2_cell 207,cell 7759,1184.506,2446.469,725.543,3216.566,1710.095,1615.245,1379.57,1115.175,3648.821,493.896,2137.385,4310.258,2787.143,2150.317,1840.368,1592.215,4148.399,3212.725,1677.895
,23_s2m2_cell 208,cell 7760,1248.411,2376.297,917.371,669.329,2485.741,1468.598,1078.35,469.328,2182.437,719.642,2180.584,789.263,2564.441,1251.957,654.534,1241.375,2383.203,902.441,544.14
,23_s2m2_cell 209,cell 7761,939.35,2395.076,600.876,3780.56,1629.011,1712.606,1545.47,1216.184,4359.853,503.129,2142.203,6005.364,2590.912,2224.73,1837.044,1259.472,1929.067,557.29,1780.724
,23_s2m2_cell 210,cell 7762,1969.67,2026.082,597.928,384.245,1771.511,1574.367,1267.511,462.981,2845.287,543.482,2256.986,742.718,2826.858,16009.977,374.643,2263.12,2385.858,1761.254,473.546
,23_s2m2_cell 211,cell 7763,1303.601,2565.307,823.098,347.489,1934.724,1779.078,1315.182,415.514,2728.799,665.293,2207.081,727.137,2394.126,1509.511,354.165,1556.894,2116.556,840.067,453.394
,23_s2m2_cell 212,cell 7764,1293.833,5006.69,5319.952,6926.562,1746.126,1788.035,1607.419,1543.963,3193.95,589.361,2266.604,9129.899,2786.256,1607.004,2628.678,1357.538,2357.266,472.458,2254.05
,23_s2m2_cell 213,cell 7765,1349.307,4454.646,602.349,4233.275,1641.023,1665.764,1475.436,1199.867,3458.883,723.821,2196.785,5615.275,2256.461,2046.504,1814.184,1256.264,1560.856,733.562,1786.217
,23_s2m2_cell 214,cell 7766,1232.569,6046.522,7848.786,7202.956,1778.716,1710.487,1366.305,1854.019,2915.359,500.664,2289.545,9245.627,2668.166,1506.573,3197.31,1358.226,1465.469,460.275,2548.51
,23_s2m2_cell 215,cell 7767,1362.488,7333.093,8718.446,5334.462,1935.299,1630.031,1317.541,1650.129,2815.148,595.203,2298.028,7335.888,2596.369,1542.548,4304.907,1372.687,1722.024,562.356,3151.182
,23_s2m2_cell 216,cell 7768,1153.571,8036.349,679.817,4695.778,1661.519,1692.813,1622.194,1198.124,4556.399,699.388,2209.1,6231.098,5205.42,1735.834,1926.277,1292.061,3580.614,505.344,1800.244
,23_s2m2_cell 217,cell 7769,1175.919,2798.081,1896.81,2653.415,1923.347,1537.016,1273.709,986.751,2792.388,648.399,2169.412,3751.83,2343.689,1653.895,1590.428,1459.765,4836.437,5012.323,1509.496
,23_s2m2_cell 218,cell 7770,1419.729,2654.25,843.419,357.15,2088.877,1943.611,1397.653,403.019,3081.266,847.194,2256.801,764.921,2499.315,1916.044,393.743,1670.715,1747.778,898.926,526.838
,23_s2m2_cell 219,cell 7771,978.904,1967.899,729.425,320.225,2355.671,1474.896,1080.628,384.646,2100.881,661.732,2182.149,493.516,2252.727,1257.195,347.805,1198.623,2126.436,638.99,352.77
,23_s2m2_cell 220,cell 7772,1563.791,5494.746,606.837,3277.928,1582.834,1534.577,1207.748,1092.031,2641.44,1067.431,2244.069,4619.698,2267.021,1682.329,1699.342,1223.274,1866.98,916.468,1702.148
,23_s2m2_cell 221,cell 7773,1070.715,5632.251,6487.585,6546.934,1821.653,1639.336,1317.408,1819.77,2800.843,601.117,2275.095,8677.788,2351.748,1504.157,3486.704,1309.653,1393.828,504.097,2713.042
,23_s2m2_cell 222,cell 7774,1085.107,3601.465,3451.087,6892.685,1706.373,1614.777,1356.988,1397.997,3208.575,3216.772,2676.173,8442.566,2897.029,1517.864,2313.419,1322.254,1963.737,422.639,2046.335
,23_s2m2_cell 223,cell 7775,1109.624,5322.018,625.958,4145.877,1735.816,1634.934,1428.144,1152.987,4018.77,792.871,2209.363,5929.361,3380.742,1900.556,1739.068,1258.481,2681.982,509.077,1689.201
,23_s2m2_cell 224,cell 7776,1228.244,6670.846,1230.86,5894.272,1798.321,1674.673,1617.5,1364.839,4925.587,1583.344,2401.961,7655.145,4270.97,1701.083,2195.112,1323.244,2883.927,480.258,1920.104
,23_s2m2_cell 225,cell 7777,988.584,5889.308,7194.529,6745.342,1780.072,1614.787,1367.588,1506.299,3030.311,994.407,2345.187,8533.204,2328.351,1428.797,2685.022,1349.387,1310.708,420.369,2201.356
,23_s2m2_cell 226,cell 7778,1020.247,5119.924,5576.938,4734.41,2034.648,1683.487,1299.345,1558.79,2743.188,621.224,2286.867,7061.499,2368.433,1519.497,3917.71,1306.389,1275.865,567.762,2877.279
,23_s2m2_cell 227,cell 7779,1449.017,6078.678,584.433,3668.211,1620.259,1591.399,1373.689,1180.322,2791.994,774.359,2202.436,5286.054,2251.892,1650.855,1766.405,1243.59,1472.239,553.624,1809.624
,23_s2m2_cell 228,cell 7780,1673.42,1961.689,584.27,374.948,1750.841,1546.148,1197.862,453.025,2749.681,536.262,2229.279,720.108,2644.539,15112.635,365.97,2152.843,2001.826,1469.906,445.159
,23_s2m2_cell 229,cell 7781,721.085,1886.777,683.05,300.627,2553.972,1464.436,1067.978,391.749,1944.326,709,2202.749,504.881,2066.975,1273.135,339.781,1198.176,1610.856,568.367,346.223
,23_s2m2_cell 230,cell 7782,1425.675,2742.484,830.465,365.15,2245.186,1911.446,1398.938,397.012,3016.948,810.484,2282.322,777.017,2486.945,1906.355,367.365,1657.551,1644.761,856.089,408.666
,23_s2m2_cell 231,cell 7783,808.21,1988.321,1216.233,1271.706,1736.414,1662.898,1435.819,660.518,2797.656,802.482,2205.364,1872.136,2582.31,3021.597,904.115,1745.609,5932.267,5855.844,921.269
,23_s2m2_cell 232,cell 7784,1542.056,4572.529,623.336,5165.651,1843.351,1704.512,1645.51,1298.653,3560.957,765.72,2243.848,6652.706,2740.386,1615.523,1976.328,1277.739,1829.514,529.139,1855.597
,23_s2m2_cell 233,cell 7785,1026.271,2348.742,694.224,5189.985,1870.29,1784.59,1849.607,1289.127,4426.353,599.004,2199.736,7348.791,3283.624,1534.019,2183.7,1303.865,1825.345,469.089,1941.129
,23_s2m2_cell 234,cell 7786,968.079,5379.474,572.174,2864.273,1561.279,1533.866,1340.83,1053.891,3280.579,683.417,2179.982,3856.399,4336.735,2258.98,1808.036,1375.372,3035.858,1574.026,1679.379
,23_s2m2_cell 235,cell 7787,1104.742,2189.524,753.436,322.879,2697.485,1489.146,1082.539,394.692,2054.591,747.061,2190.47,525.987,2370.879,1259.87,335.783,1229.955,2502.125,620.556,354.678
,23_s2m2_cell 236,cell 7788,713.172,3535.18,3754.032,4934.874,1847.713,1606.332,1351.662,1366.786,2768.874,566.217,2250.188,6225.043,2328.622,1440.593,2470.617,1320.786,1363.759,472.147,2065.606
,23_s2m2_cell 237,cell 7789,943.554,3575.165,3428.033,3876.842,1887.567,1690.342,1273.456,1280.732,2930.624,882.302,2342.195,5386.124,2513.792,1625.923,3490.923,1412.346,1579.591,816.46,2612.248
,23_s2m2_cell 238,cell 7790,1805.897,2113.459,583.151,382.022,1761.715,1561.384,1255.452,461.352,2783.901,585.618,2339.644,704.849,2664.263,15534.804,370.499,1936.146,2407.948,1976.366,412.388
,23_s2m2_cell 239,cell 7791,1326.924,5731.381,617.967,4286.686,1943.77,1577.557,1403.496,1197.658,3244.5,1130.693,2270.051,5298.713,3242.236,1840.236,1645.992,1306.859,2311.053,758.049,1673.469
,23_s2m2_cell 240,cell 7792,673.598,4913.168,3270.91,5031.081,1609.016,1591.411,1314.316,1318.864,3059.136,489.393,2197.097,6659.03,2640.443,1434.152,2119.931,1264.185,1722.425,437.721,1860.517
,23_s2m2_cell 241,cell 7793,1286.715,3321.988,1906.72,3095.836,1771.229,1545.836,1275.017,1060.161,2560.904,629.212,2189.232,3507.991,2345.526,1798.952,1652.831,1548.198,4096.292,4592.519,1568.506
,23_s2m2_cell 242,cell 7794,888.976,4598.309,5043.21,4885.223,1706.28,1599.399,1247.028,1584.386,2671.645,609.035,2268.735,6795.499,2171.722,1537.437,3649.472,1446.636,2244.656,1894.772,2657.917
,23_s2m2_cell 243,cell 7795,1240.522,2941.526,666.08,5111.66,1670.679,1759.171,2026.806,1239.457,5159.771,725.522,2228.917,6484.214,2811.178,1818.032,1834.25,1286.338,1962.471,548.006,1715.704
,23_s2m2_cell 244,cell 7796,876.196,3816.72,582.171,3304.614,1964.146,1611.393,1550.33,1039.804,2944.52,1005.464,2251.969,4421.698,3489.726,2303.097,1560.442,1361.726,2002.583,841.374,1555.763
,23_s2m2_cell 245,cell 7797,1948.333,2129.646,584.01,379.506,1744.722,1543.848,1227.924,465.439,2732.675,529.043,2266.796,697.924,2636.546,15353.894,370.57,2403.874,2121.283,1616.285,402.029
,23_s2m2_cell 246,cell 7798,810.745,3089.137,3256.168,5516.154,1632.798,1692.275,1454.563,1368.302,2944.328,541.179,2230.247,6820.465,2200.09,1684.852,2172.221,1259.852,1599.723,456.98,1830.381
,23_s2m2_cell 247,cell 7799,877.552,3015.101,1673.688,4915.042,1634.865,1769.972,1730.501,1231.662,3764.373,496.763,2273.604,6326.477,2653.712,2051.352,1862.623,1309.535,1875.152,500.009,1659.944
,23_s2m2_cell 248,cell 7800,863.552,2264.377,597.715,4162.761,1642.005,1649.901,1327.506,1180.196,3039.125,525.45,2190.656,5686.697,2529.898,2797.718,1781.081,1293.295,1847.939,522.005,1699.807
,23_s2m2_cell 249,cell 7801,1760.424,2699.31,1984.328,5130.83,1852.023,1689.851,1234.167,1621.92,2705.392,860.227,2320.078,6753.674,2484.551,1555.69,4670.677,1426.42,1611.521,944.195,3374.759
,23_s2m2_cell 250,cell 7802,1057.063,3913.11,615.218,2853.927,1759.925,1635.014,1399.957,1052.947,3214.009,651.557,2195.983,3521.631,2405.252,1970.652,1588.437,1777.176,3128.446,2205.618,1555.859
,23_s2m2_cell 251,cell 7803,1175.302,1702.736,550.432,348.378,1649.794,1479.749,1097.632,461.822,2560.587,503.66,2207.175,698.2,2409.029,12904.591,421.435,1990.391,1399.14,910.606,537.917
,23_s2m2_cell 252,cell 7804,758.598,4786.754,655.743,4327.506,1627.976,1748.426,1474.027,1133.03,3598.71,512.663,2240.734,5711.648,3537.453,2908.349,1724.346,1322.938,2506,526.692,1605.864
,23_s2m2_cell 253,cell 7805,946.136,3405.925,570.047,3730.606,1590.678,1575.129,1225.422,1152.023,3589.64,569.272,2196.377,5087.412,2514.147,2272.68,1709.759,1320.424,2021.236,620.547,1709.614
,23_s2m2_cell 254,cell 7806,793.953,5512.773,6626.225,4249.475,1631.705,1601.096,1441.965,1215.373,2550.953,574.387,2294.122,6488.178,2069.332,1658.618,2100.422,1287.206,1118.567,520.215,1684.113
,23_s2m2_cell 255,cell 7807,967.915,6340.056,7700.192,5639.742,1761.407,1609.013,1358.644,1712.476,2630.862,1264.12,2416.777,7482.281,2175.058,1477.692,3963.574,1322.902,1377.558,730.609,2718.131
,23_s2m2_cell 256,cell 7808,972.692,1619.466,556.959,346.287,1657.402,1470.528,1085.595,462.126,2585.795,508.021,2244.962,688.056,2388.66,12892.707,375.472,1977.167,1434.765,941.408,458.343
,23_s2m2_cell 257,cell 7809,1077.918,2312.604,754.268,330.699,1975.082,1658.049,1234.569,412.474,2610.154,703.304,2213.127,638.01,2311.742,1506.958,351.627,1576.768,1868.794,722.686,370.895
,23_s2m2_cell 258,cell 7810,1445.714,2859.115,2037.244,2906.336,1635.891,1602.741,1386.242,1021.869,2859.031,493.079,2190.913,3336.057,2216.946,2053.804,1616.81,1409.592,4260.471,4542.292,1602.682
,23_s2m2_cell 259,cell 7811,1084.955,2233.074,720.749,333.749,2284.246,1556.326,1136.675,413.95,2389.361,659.644,2234.123,543.835,2391.938,1325.084,354.102,1315.701,2392.725,858.181,363.259
,23_s2m2_cell 260,cell 7812,609.735,2519.074,980.115,3826.832,1591.286,1673.081,1496.733,1121.184,3006.823,510.482,2289.392,5596.431,2791.818,2293.035,1553.525,1372.696,2133.691,497.942,1373.03
,23_s2m2_cell 261,cell 7813,538.427,2489.081,575.032,2931.33,1608.032,1705.757,1486.152,997.33,3291.709,1294.864,2336.181,5253.298,3909.204,2588.566,1705.492,1319.201,3211.01,559.139,1597.822
,23_s2m2_cell 262,cell 7814,1004.147,1575.086,572.757,350.69,1611.578,1449.032,1065.057,470.559,2454.741,491.029,2251.109,683.195,2285.546,12088.048,360.342,2149.888,1092.502,602.332,444.284
,23_s2m2_cell 263,cell 7815,840.928,1991.144,557.231,3662.183,1606.828,1740.481,1644.803,1243.375,4130.214,495.186,2192.517,5816.339,2405.169,1827.056,1841.431,1272.942,1858.567,777.9,1908.769
,23_s2m2_cell 264,cell 7816,750.419,3447.878,3581.683,5090.875,1643.317,1687.467,1496.575,1272.733,2848.542,589.325,2266.547,7065.664,2160.061,1810.6,2230.564,1315.772,1563.072,442.172,1639.225
,23_s2m2_cell 265,cell 7817,1116.83,3135.86,693.42,3939.032,1662.406,1748.123,1824.276,1290.408,4394.647,483.161,2213.321,4599.295,2842.828,2251.231,2058.057,1459.628,3116.117,2347.979,1977.841
,23_s2m2_cell 266,cell 7818,1065.669,5710.795,6533.12,6139.998,1735.476,1636.863,1313.004,1694.741,2804.823,1011.48,2389.851,8045.01,2888.171,1481.771,3234.886,1309.671,1505.645,459.872,2236.892
,23_s2m2_cell 267,cell 7819,758.561,5528.177,608.646,3935.316,1572.984,1651.887,1450.422,1089.145,3399.948,455.976,2184.473,5836.271,4023.245,1770.738,1880.215,1267.606,2902.513,467.429,1709.946
,23_s2m2_cell 268,cell 7820,1172.703,4458.739,4495.022,5202.926,1778.353,1667.793,1249.211,1564.068,2744.998,837.827,2353.056,6689.092,2934.257,1530.707,4418.657,1332.825,1692.59,556.38,2865.643
,23_s2m2_cell 269,cell 7821,882.819,1558.422,552.208,350.839,1623.567,1456.635,1075.898,470.851,2534.308,487.163,2231.919,694.287,2323.635,12367.35,402.132,2096.671,1191.738,729.158,490.094
,23_s2m2_cell 270,cell 7822,1121.247,2540.003,590.232,4096.066,1612.882,1705.226,1573.879,1264.49,3363.384,550.939,2210.392,5549.21,2754.266,2055.803,1847.916,1315.24,1931.776,779.779,1841.121
,23_s2m2_cell 271,cell 7823,960.054,4235.521,4570.309,6487.84,1852.072,1676.361,1337.36,1434.495,2823.039,479.803,2283.604,8190.357,2398.849,1666.729,2649.66,1343.203,1590.505,441.791,1959.428
,23_s2m2_cell 272,cell 7824,1888.73,3670.718,2234.686,3684.478,1688.322,1646.036,1364.12,1216.934,3210.536,678.16,2263.314,4102.504,2739.576,2248.026,1952.55,1603.776,5236.87,6018.674,1879.556
,23_s2m2_cell 273,cell 7825,1126.056,5997.198,608.659,4798.647,1621.297,1696.488,1341.427,1279.068,2846.959,504.444,2200.051,6254.474,2421.906,2651.785,1973.326,1343.227,1568.515,502.826,1893.333
,23_s2m2_cell 274,cell 7826,1085.182,2245.511,706.454,337.181,2633.775,1578.203,1130.487,420.728,2338.383,836.746,2271.813,549.647,2469.099,1432.884,350.002,1307.558,2176.761,836.493,358.014
,23_s2m2_cell 275,cell 7827,818.681,6236.841,906.101,4587.973,1619.407,1649.952,1346.354,1171.262,3581.734,442.082,2244.178,6636.883,4254.759,2222.656,2170.119,1303.815,2867.463,458.031,1825.633
