,ind cell,total index,TARPg3,Islet1,Pax6,DAPI,CD15,GLT-1,Cav3.1,DAPI,CABP5,SCGN,Kv2.2,DAPI,CAVIII,Rec,DAPI,Calb,PKC,Parv,DAPI
,21_s1m1_cell 129,cell 129,275.755,1691.436,1310.542,1611.775,1336.013,1244,1003.742,787.508,2143.631,493.409,2267.153,2166.575,1944.647,1267.173,822.742,602.631,635.667,286.906,2395.595
,21_s1m1_cell 130,cell 130,666.332,2807.709,908.347,3636.687,1448.709,1709.991,1693.646,914.539,4085.398,371.694,2247.515,1851.5,2860.31,1852.687,662.789,696.859,986.804,319.049,2187.376
,21_s1m1_cell 131,cell 131,630.198,1580.627,476.58,2916.316,1409.238,1596.837,1539.622,857.473,3273.274,352.932,2081.506,1549.395,2978.899,2532.103,595.403,695.605,1016.597,340.093,2194.534
,21_s1m1_cell 132,cell 132,465.662,1707.9,535.65,233.313,1430.661,1082.248,1024.523,177.083,2477.707,432.692,2283.004,390.204,1937.246,1061.048,304.243,625.573,724.356,356.201,271.889
,21_s1m1_cell 133,cell 133,816.513,3264.295,584.084,2106.004,1504.257,1574.824,1300.447,861.586,2785.417,495.929,2123.528,1553.583,2355.8,2783.304,560.559,660.832,970.009,592.862,2252.983
,21_s1m1_cell 134,cell 134,454.919,1759.674,1319.653,1547.7,1441.964,1345.172,1030.258,751.665,2417.343,585.489,2332.265,2016.286,2108.368,1367.962,790.062,633.974,694.11,331.382,1976.419
,21_s1m1_cell 135,cell 135,596.383,3314.812,3678.469,3331.836,1498.927,1617.165,1250.032,1039.274,2766.105,407.997,2366.671,2266.108,2449.294,1426.613,776.344,718.959,764.257,344.459,2962.762
,21_s1m1_cell 136,cell 136,707.901,2241.912,483.172,2922.906,1475.856,1693.846,1384.349,903.64,3680.31,380.707,2103.422,1671.818,4071.234,2984.879,633.972,701.042,1284.55,357.737,2460.326
,21_s1m1_cell 137,cell 137,765.532,5949.585,544.192,3810.188,1509.846,1673.916,1363.201,955.34,3963.261,472.236,2249.96,1888.59,5117.702,1950.536,667.051,684.636,1420.793,331.969,2149.095
,21_s1m1_cell 138,cell 138,985.917,2875.794,474.436,1791.429,1429.044,1694.119,1166.686,797.939,2760.995,429.944,2103.549,1514.79,2254.205,3430.899,581.281,685.706,945.583,484.337,2188.79
,21_s1m1_cell 139,cell 139,514.471,1737.606,522.652,232.771,1461.356,1066.058,1009.115,178.555,2430.915,441.996,2286.777,383.555,1999.318,1068.246,308.34,637.873,765.6,371.29,275.75
,21_s1m1_cell 140,cell 140,733.418,2436.301,496.609,3092.747,1493.34,1712.138,1220.389,915.57,3337.574,935.663,2353.525,1845.258,3615.712,2853.089,660.992,696.021,1035.821,358.364,2331.777
,21_s1m1_cell 141,cell 141,877.909,3228.748,477.824,2198.65,1430.377,1664.507,1189.621,781.523,3152.387,649.451,2195.981,1405.104,2638.936,3154.012,564.728,679.466,901.335,377.984,2075.287
,21_s1m1_cell 142,cell 142,670.705,2140.931,531.464,243.326,1526.103,1072.121,1045.167,177.912,2645.209,438.31,2283.801,359.805,2193.351,1064.105,310.197,659.239,867.998,367.764,274.228
,21_s1m1_cell 143,cell 143,701.274,2922.945,1319.385,1940.022,1419.142,1594.072,1221.937,754.469,2687.675,461.542,2112.192,1485.299,2207.262,2504.737,623.647,1273.234,1350.683,1259.398,2020.332
,21_s1m1_cell 144,cell 144,1219.619,1490.179,497.05,295.134,1727.52,2011.14,1605.303,200.892,3333.76,628.012,2267.665,298.541,2389.195,9034.701,283.359,1368.305,1532.063,1275.758,337.131
,21_s1m1_cell 145,cell 145,807.216,3001.156,3199.259,3364.189,1615.829,1646.24,1264.877,1388.145,2835.656,550.442,2498.798,2982.733,2545.33,1505.099,1045.978,792.014,778.114,420.592,3703.069
,21_s1m1_cell 146,cell 146,746.935,1589.435,875.32,1702.682,1530.48,1571.638,1103.38,915.094,2705.371,659.004,2451.039,2204.25,2366.078,1575.712,852.8,717.816,818.074,453.145,2566.136
,21_s1m1_cell 147,cell 147,563.353,3380.456,800.989,2882.667,1445.273,1691.121,1242.172,883.123,3043.714,1812.718,2605.324,1852.772,2715.689,1997.213,662.767,693.875,738.617,321.953,2442.257
,21_s1m1_cell 148,cell 148,752.572,2683.113,499.584,2405.333,1484.631,1725.201,1564.004,824.154,4233.239,568.254,2192.087,1568.321,2882.39,2416.413,620.381,698.733,956.272,350.171,2263.327
,21_s1m1_cell 149,cell 149,713.356,2906.073,2385.749,3377.088,1531.341,1669.512,1312.429,1071.012,3029.389,1138.4,2548.806,2193.552,2547.41,1765.801,750.242,719.294,759.311,361.132,2765.941
,21_s1m1_cell 150,cell 150,1003.097,3828.812,560.992,2371.423,1394.884,1610.323,1276.018,854.589,2817.997,423.775,2112.252,1532.767,2225.572,2240.446,579.346,653.423,892.638,545.187,2220.769
,21_s1m1_cell 151,cell 151,1023.881,1463.806,492.254,297.242,1618.287,1773.828,1350.197,192.367,3271.695,508.881,2290.883,301.72,2339.198,11283.312,276.947,1093.88,1504.848,1149.195,323.001
,21_s1m1_cell 152,cell 152,538.767,1953.476,520.977,246.428,1524.321,1128.879,1036.949,176.658,2520.073,457.62,2291.283,344.529,1988.6,1073.679,301.44,630.422,819.23,344.557,273.889
,21_s1m1_cell 153,cell 153,656.717,3033.965,2491.367,3195.647,1531.33,1699.174,1293.367,1111.914,2984.258,555.456,2464.821,2240.167,2595.572,1647.618,785.641,751.772,1035.258,439.882,2993.891
,21_s1m1_cell 154,cell 154,736.462,1761.97,489.991,2388.059,1453.624,1698.915,1713.528,833.815,4312.309,391.358,2169.312,1396.445,2425.839,2102.396,573.387,690.833,916.43,367.823,2255.844
,21_s1m1_cell 155,cell 155,580.81,2424.806,650.096,2882.02,1475.964,1813.798,1498.81,876.226,3622.966,434.066,2309.711,1764.755,3255.587,2086.976,664.192,691.836,1177.936,345.381,2454.501
,21_s1m1_cell 156,cell 156,853.986,2040.247,1222.053,2140.524,1433.845,1642.415,1317.896,785.718,2834.668,346.025,2113.42,1448.188,1886.632,2318.044,594.98,719.721,1467.132,1553.638,2020.904
,21_s1m1_cell 157,cell 157,1028.094,1635.328,493.698,300.533,1595.088,1800.24,1330.216,191.351,3186.655,594.85,2353.052,291.66,2344.152,12494.576,269.708,1097.226,1408.315,1018.143,315.407
,21_s1m1_cell 158,cell 158,646.305,3412.462,3801.592,2522.291,1507.786,1676.436,1225.299,1112.357,2638.943,537.625,2459.552,2498.292,2211.038,1355.268,917.018,1100.039,777.307,461.982,3249.125
,21_s1m1_cell 159,cell 159,706.406,3349.568,3772.797,4001.729,1523.504,1642.476,1203.343,1468.382,2632.819,425.705,2384.568,2723.116,2140.378,1337.834,904.181,815.653,668.762,382.742,3683.913
,21_s1m1_cell 160,cell 160,620.129,2332.084,491.94,2385.769,1418.539,1715.103,1686.44,850.739,4502.744,428.157,2141.896,1542.168,2248.659,2048.401,641.136,680.562,938.364,326.397,2364.521
,21_s1m1_cell 161,cell 161,718.783,2841.054,473.535,2293.096,1401.71,1679.765,1455.462,848.187,2861.742,725.542,2174.969,1483.643,2282.758,2199.175,594.181,663.029,792.088,379.765,2288.551
,21_s1m1_cell 162,cell 162,676.405,3384.301,1808.149,3670.076,1480.867,1672.095,1262.777,1221.889,2716.611,414.955,2324.007,2172.953,2480.405,1553.211,759.502,721.96,950.754,301.415,2846.744
,21_s1m1_cell 163,cell 163,470.271,1916.64,1078.581,1564.237,1360.775,1615.483,1155.814,644.036,2461.722,351.693,2042.085,1259.663,1836.669,2279.828,579.35,1401.754,1571.72,1580.186,1801.258
,21_s1m1_cell 164,cell 164,461.9,1731.666,499.474,239.976,1403.776,1059.941,989.946,172.944,2415.303,428.397,2309.998,366.303,1915.222,1075.067,298.07,629.879,819.472,349.045,266.895
,21_s1m1_cell 165,cell 165,1088.251,1737.372,497.469,296.333,1612.833,1811.033,1317.355,194.814,3130.186,566.302,2298.109,279.626,2254.812,12562.813,266.621,1133.36,1382.219,1030.379,325.36
,21_s1m1_cell 166,cell 166,626.229,4425.885,532.523,2779.487,1426.579,1704.787,1455.859,975.415,3423.714,466.579,2227.75,1785.45,3346.742,1795.74,687.399,690.669,1403.039,329.871,2526.785
,21_s1m1_cell 167,cell 167,583.71,2516.31,2536.109,2975.226,1455.989,1652.67,1147.215,1260.526,2548.047,501.406,2374.171,2648.752,2147.698,1342.002,903.729,750.805,820.1,317.787,3408.945
,21_s1m1_cell 168,cell 168,499.842,3117.498,3339.454,1367.328,1394.257,1501.227,1093.433,692.106,2328.579,477.207,2369.68,1741.421,1916.856,1275.28,769.896,627.632,623.997,294.67,1878.829
,21_s1m1_cell 169,cell 169,449.441,2033.23,1622.332,2605.768,1383.774,1553.188,1145.354,1176.75,2575.385,515.877,2303.335,2382.962,2395.471,1385.664,807.024,703.707,900.245,287.09,3201.125
,21_s1m1_cell 170,cell 170,641.169,1576.943,475.622,2840.722,1400.402,1668.496,1325.398,984.422,2662.306,2172.254,2482.416,1546.202,2674.852,1847.23,632.877,648.284,828.283,337.333,2536.17
,21_s1m1_cell 171,cell 171,819.567,2146.775,1402.116,2183.218,1467.186,1654.226,1237.905,828.228,2597.661,472.26,2120.726,1396.833,2147.73,2032.285,601.646,808.124,1752.985,1945.13,2121.774
,21_s1m1_cell 172,cell 172,504.507,1826.74,499.065,2664.505,1384.757,1696.117,1498.597,1009.293,3465.733,820.472,2210.202,1697.586,2549.02,1571.305,665.824,649.608,894.782,299.366,2447.504
,21_s1m1_cell 173,cell 173,734.973,1432.502,467.03,282.079,1586.217,1696.716,1244.477,195.738,2982.081,541.281,2281.085,274.849,2196.694,12604.833,267.149,1014.266,1400.852,1063.054,327.837
,21_s1m1_cell 174,cell 174,526.93,2742.531,489.144,2415.103,1389.66,1599.442,1186.538,1024.482,2416.958,771.131,2167.487,1556.385,2046.676,1871.568,602.023,628.582,816.816,477.295,2439.518
,21_s1m1_cell 175,cell 175,349.609,1608.051,993.251,1072.222,1400.878,1570.972,1086.983,603.058,2129.888,576.859,2298.44,1529.735,1858.047,1456.504,619.928,615.567,702.089,405.44,1648.923
,21_s1m1_cell 176,cell 176,439.983,1686.162,483.144,230.518,1401.183,1081.249,985.005,169.102,2194.854,393.601,2278.96,360.32,1753.307,1085.441,296.462,614.191,756.44,342.512,262.536
,21_s1m1_cell 177,cell 177,322.791,1191.351,737.861,1971.163,1306.738,1535.94,1279.938,869.877,2477.851,345.721,2109.159,1652.469,1696.692,1433.714,627.212,617.238,641.801,266.291,2340.173
,21_s1m1_cell 178,cell 178,209.72,1378.208,1037.272,1488.421,1227.052,1543.755,1093.67,672.162,1915.851,357.259,2202.753,1537.708,1574.674,1433.701,591.979,605.458,577.062,258.753,2164.907
,21_s1m1_cell 179,cell 179,372.16,2161.069,1960.836,1521.4,1371.896,1560.94,1094.164,729.624,2093.024,480.16,2282.492,1808.352,1740.58,1311.993,720.222,609.977,610.329,296.768,2119.534
,21_s1m1_cell 180,cell 180,720.629,1612.609,1149.261,1678.626,1511.851,1611.857,1185.841,683.97,2509.664,375.882,2095.891,1309.932,1780.807,2337.65,569.316,685.217,1782.441,1866.207,1663.428
,21_s1m1_cell 181,cell 181,506.119,2289.448,466.092,1700.485,1458.727,1587.926,1094.905,763.172,2319.478,495.025,2059.353,1370.312,2124.241,2196.507,549.797,627.87,938.383,363.108,1965.953
,21_s1m1_cell 182,cell 182,490.947,1786.93,491.8,233.744,1512.757,1088.788,1005.13,172.701,2277.586,408.377,2300.057,365.063,1709.508,1045.886,287.981,625.713,739.709,349.282,269.373
,21_s1m1_cell 183,cell 183,465.416,2371.274,2482.065,2837.893,1422.093,1648.968,1186.855,1111.541,2297.642,377.913,2280.764,1900.55,1757.249,1477.276,719.447,643,685.596,275.896,2718.238
,21_s1m1_cell 184,cell 184,1065.833,1398.814,500.818,285.077,1814.456,2347.349,1698.197,185.189,3045.041,652.682,2397.882,281.991,2286.511,8149.384,256.52,1141.735,1624.193,1308.928,302.779
,21_s1m1_cell 185,cell 185,552.725,1296.275,474.493,1517.807,1384.905,1768.758,1144.147,627.379,2523.899,375.404,2064.671,1248.872,1967.081,3469.683,531.515,641.633,897.079,403.012,1674.766
,21_s1m1_cell 186,cell 186,747.881,3948.613,4719.608,3670.922,1544.2,1808.896,1320.406,1385.23,2545.093,584.58,2510.542,2439.979,1922.808,1488.107,871.069,675.865,662.765,367.076,3525.767
,21_s1m1_cell 187,cell 187,769.59,2755.538,3348.418,4400.691,1520.811,1726.099,1337.345,1254.483,2383.778,384.532,2321.37,1968.515,1796.742,1370.846,766.908,735.365,799.973,514.695,2974.787
,21_s1m1_cell 188,cell 188,568.206,1390.302,472.165,2342.846,1401.283,1749.575,1298.217,889.68,2647.296,340.232,2071.809,1524.187,1920.084,2775.994,595.107,632.015,794.996,290.376,2436.09
,21_s1m1_cell 189,cell 189,1010.619,4905.831,5816.248,2838.156,1607.388,1736.587,1364.584,1233.628,2657.728,1016.219,2632.405,2409.508,1982.85,1436.94,893.401,708.434,729.94,388.266,3110.863
,21_s1m1_cell 190,cell 190,666.24,1622.084,743.755,3256.68,1497.491,1688.965,1508.184,1071.983,2806.01,412.285,2095.509,1635.725,1923.865,1475.904,674.748,669.383,854.311,293.881,2604.636
,21_s1m1_cell 191,cell 191,489.862,1767.209,486.354,229.535,1558.122,1051.437,949.221,173.967,2188.581,503.14,2319.958,370.082,1779.388,1022.318,284.441,637.076,777.419,351.287,269.955
,21_s1m1_cell 192,cell 192,700.448,1743.823,472.286,819.059,1403.515,1710.315,1393.748,400.416,2764.299,540.641,2145.035,845.084,1834.589,2252.737,461.258,719.831,1280.024,911.585,1035.507
,21_s1m1_cell 193,cell 193,643.39,2577.398,3009.454,4061.745,1492.35,1696.124,1280.612,1235.038,2463.083,402.418,2283.308,1908.733,1794.189,1254.578,743.67,767.668,860.708,592.127,2911.844
,21_s1m1_cell 194,cell 194,561.23,3511.313,552.172,3153.197,1438.774,1683.834,1269.112,1037.177,3324.781,469.103,2107.517,1620.413,2511.102,1450.939,640,651.563,1062.267,307.415,2365.068
,21_s1m1_cell 195,cell 195,497.58,1761.128,495.222,230.402,1577.229,1043.6,959.611,170.561,2295.771,513.226,2325.304,372.869,1771.154,991.778,273.82,634.745,829.772,343.542,262.557
,21_s1m1_cell 196,cell 196,853.622,2873.95,2642.947,2069.576,1584.148,1695.049,1220.175,1012.21,2666.424,712.537,2548.076,2187.695,1928.837,1230.428,829.501,707.963,728.671,434.451,2619.702
,21_s1m1_cell 197,cell 197,653.705,2554.228,466.607,2392.383,1422.286,1670.777,1188.591,924.074,2952.23,457.513,2125.403,1602.434,2279.31,1726.474,616.115,637.508,1098.866,310.393,2410.765
,21_s1m1_cell 198,cell 198,931.69,1295.558,493.592,281.306,1774.479,2086.511,1653.007,186.657,3185.436,645.302,2368.193,311.465,2526.907,5575.699,284.107,1065.08,2075.798,1531.539,315.626
,21_s1m1_cell 199,cell 199,707.948,3665.611,485.332,2974.519,1461.85,1694.251,1279.701,961.178,3015.193,631.64,2157.658,1578.75,3085.487,1545.317,620.83,662.08,1373.706,318.02,2364.548
,21_s1m1_cell 200,cell 200,533.317,2040.676,1930.618,2991.323,1673.321,1703.589,1226.269,1112.827,2598.093,465.436,2323.958,1996.716,1924.618,1255.095,701.695,685.115,918.988,305.24,2649.83
,21_s1m1_cell 201,cell 201,811.315,2882.011,470.548,1759.382,1403.18,1660.57,1276.946,713.076,2475.194,544.043,2148.172,1440.865,2187.651,1864.245,595.043,638.672,983.567,390.18,2004.34
,21_s1m1_cell 202,cell 202,643.885,3783.677,929.203,3301.382,1568.895,1706.821,1225.577,1016.871,3123.024,784.374,2224.956,1715.761,3336.736,1412.012,670.482,666.306,1284.096,315.653,2570.489
,21_s1m1_cell 203,cell 203,591.408,1977.407,515.321,236.317,1831.901,1063.919,988.491,166.726,2396.85,509.128,2331.071,378.332,1901.829,977.082,271.991,658.128,841.036,364.003,255.162
,21_s1m1_cell 204,cell 204,827.987,2424.019,692.849,2026.646,1442.852,1675.769,1226.464,833.364,2651.812,638.004,2175.455,1505.595,2334.507,2051.038,620.008,688.7,1244.028,848.699,2024.993
,21_s1m1_cell 205,cell 205,622.756,4745.313,498.944,3188.69,1473.961,1654.916,1191.869,1009.733,3325.336,784.687,2235.121,1600.22,3546.015,1585.086,636.522,663.487,1212.724,329.194,2400.008
,21_s1m1_cell 206,cell 206,642.547,2762.588,2696.295,2200.093,1785.145,1682.36,1188.166,1051.565,2727.699,570.309,2437.544,2230.187,1983.252,1277.396,839.771,701.237,766.808,337.529,2963.712
,21_s1m1_cell 207,cell 207,565.949,2137.924,561.725,3386.989,1473.292,1643.491,1194.896,1073.201,2905.343,2293.719,2508.142,1687.974,2717.761,1378.215,675.625,659.049,965.416,316.644,2518.215
,21_s1m1_cell 208,cell 208,565.887,2426.623,2639.51,2209.471,1483.235,1689.771,1275.886,1077.845,2736.479,586.112,2430.213,2094.178,2021.305,1281.939,762.519,734.316,860.901,372.423,2845.392
,21_s1m1_cell 209,cell 209,708.397,2294.132,532.132,242.397,1698.914,1106.19,1055.907,167.738,2629.295,426.717,2334.666,385.921,1747.183,962.886,279.508,675.193,876.232,381.58,256.682
,21_s1m1_cell 210,cell 210,1026.718,1484.91,522.427,282.359,1918.99,2052.183,1631.648,183.312,3374.392,682.335,2343.332,324.226,2439.995,6745.938,278.995,1200.051,1986.732,1536.066,309.284
,21_s1m1_cell 211,cell 211,698.97,3109.004,3078.095,2129.686,1562.709,1574.858,1223.843,1114.292,2679.299,561.249,2432.535,2254.439,1844.655,1163.268,804.757,742.319,773.803,356.594,2708.534
,21_s1m1_cell 212,cell 212,604.474,4189.159,632.734,3220.395,1482.36,1615.949,1176.277,1034.142,3346.274,758.08,2206.903,1639.036,3106.714,1449.47,669.342,678.054,1026.343,358.369,2461.054
,21_s1m1_cell 213,cell 213,580.135,1279.349,507.541,2664.629,1458.305,1728.425,1114.47,998.318,2740.467,413.448,2123.409,1667.648,2253.063,2146.905,632.509,672.293,933.945,433.097,2444.032
,21_s1m1_cell 214,cell 214,515.282,1926.192,514.089,242.003,1553.677,1074.313,1008.123,165.657,2484.961,463.008,2359.063,399.521,1684.447,978.73,270.535,640.441,840.344,357.883,255.844
,21_s1m1_cell 215,cell 215,634.993,3345.116,536.934,2973.269,1471.505,1716.155,1185.87,1017.391,2785.453,715.814,2229.193,1615.046,2472.555,1587.142,654.87,681.023,911.394,349.405,2411.033
,21_s1m1_cell 216,cell 216,728.131,1555.232,594.887,2343.925,1499.677,1724.13,1140.162,885.491,3747.374,570.533,2245.089,1605.218,2071.848,2324.756,636.556,1349.249,976.196,650.963,2175.377
,21_s1m1_cell 217,cell 217,698.058,2659.78,2882.461,2692.975,1526.354,1687.591,1200.26,1121.107,2728.117,527.867,2358.922,1956.063,1938.061,1283.952,737.027,698.635,925.869,618.969,2766.506
,21_s1m1_cell 218,cell 218,601.281,4548.087,5598.706,1716.844,1511.914,1641.004,1359.685,889.363,2629.91,501.056,2515.604,1931.907,1855.9,1150.643,744.154,673.579,711.39,326.925,2227.07
,21_s1m1_cell 219,cell 219,484.055,3283.116,803.207,2920.776,1445.315,1697.276,1293.692,991.136,3119.887,567.373,2179.826,1614.424,2842.061,1533.941,673.99,672.059,1027.186,316.37,2407.469
,21_s1m1_cell 220,cell 220,337.982,1567.047,475.379,234.345,1534.045,1030.157,965.612,164.086,2127.569,425.642,2333.492,400.258,1550.199,1009.558,260.021,619.953,757.206,353.501,256.415
,21_s1m1_cell 221,cell 221,912.46,3404.874,491.717,2554.559,1445.774,1671.063,1162.344,907.364,2791.019,561.826,2168.41,1549.359,2432.244,1954.601,608.636,690.353,850.823,381.186,2173.02
,21_s1m1_cell 222,cell 222,859.185,2248.876,1329.683,2312.312,1571.494,1659.975,1159.496,869.162,2764.062,535.007,2215.831,1641.461,1899.955,2339.573,687.809,798.756,1504.633,1554.08,2085.526
,21_s1m1_cell 223,cell 223,494.657,2685.577,3246.579,3410.813,1460.099,1631.754,1200.13,1242.572,2509.333,732.113,2478.298,2198.031,2110.863,1275.619,803.404,687.099,644.865,276.988,3113.208
,21_s1m1_cell 224,cell 224,510.747,2175.121,1984.333,3618.732,1464.123,1691.362,1259.027,1153.22,2542.514,380.029,2146.226,1821.444,1863.356,1375.187,734.051,654.879,636.111,291.916,2756.498
,21_s1m1_cell 225,cell 225,427.514,2507.419,2541.976,2659.062,1459.032,1640.937,1222.49,1214.054,2468.028,893.248,2481.222,2251.738,2079.776,1269.185,846.109,669.726,683.887,326.065,3012.716
,21_s1m1_cell 226,cell 226,374.675,1595.616,486.008,231.389,1549.988,1040.849,953.312,167.626,2055.313,415.647,2305.804,401.339,1528.585,958.515,261.461,608.623,750.681,338.103,259.28
,21_s1m1_cell 227,cell 227,401.146,1948.037,1926.219,3535.42,1430.603,1688.806,1209.215,1311.598,2398.85,574.388,2361.044,2250.758,1817.728,1364.774,816.792,676.406,626.136,293.136,3114.878
,21_s1m1_cell 228,cell 228,531.797,1732.68,486.521,2194.33,1421.222,1747.432,1313.572,838.601,3177.817,398.845,2129.387,1459.387,2481.809,2077.343,616.14,663.62,909.71,353.122,2135.34
,21_s1m1_cell 229,cell 229,992.789,3316.554,507.641,2064.176,1475.254,1702.978,1190.302,870.271,2585.123,403.992,2146.26,1582.095,1812.663,2415.446,630.298,669.72,879.192,468.739,2029.578
,21_s1m1_cell 230,cell 230,476.277,2348.099,2009.109,1783.123,1447.67,1646.071,1167.074,827.354,2267.533,464.108,2370.836,1797.153,1697.929,1297.654,766.411,627.94,640.541,321.093,2277.806
,21_s1m1_cell 231,cell 231,490.525,2474.377,2605.966,3739.741,1493.033,1667.867,1207.139,1399.283,2538.658,475.823,2400.962,2501.905,1818.862,1246.991,923.587,682.111,777.342,385.033,3572.556
,21_s1m1_cell 232,cell 232,550.31,2421.059,2052.828,4337.015,1542.237,1721.532,1274.92,1306.507,2672.994,761.407,2287.4,2083.66,1965.665,1331.736,816.616,695.078,763.635,312.887,3231.4
,21_s1m1_cell 233,cell 233,646.794,3117.877,602.725,2991.153,1490.969,1724.249,1275.932,1013.141,2745.322,799.538,2261.707,1712.012,2103.11,1618.605,710.827,669.609,763.869,306.588,2659.767
,21_s1m1_cell 234,cell 234,459.457,1310.958,492.181,2162.568,1422.982,1723.869,1149.983,843.216,2800.156,354.345,2128.462,1542.882,2262.074,4421.507,624.877,649.007,999.528,448.327,2141.486
,21_s1m1_cell 235,cell 235,470.861,2348.86,2101.904,2195.089,1458.504,1656.601,1140.324,1043.946,2379.325,435.608,2388.088,2292.78,1777.606,1418.608,902.083,691.848,807.914,366.055,2787.074
,21_s1m1_cell 236,cell 236,983.291,2291.688,1600.233,2193.586,1552.354,1743.813,1285.181,782.854,2980.312,369.652,2217.254,1548.136,2264.703,3085.476,653.868,956.332,1771.645,1683.368,1931.194
,21_s1m1_cell 237,cell 237,599.619,2089.151,1894.397,3983.251,1542.013,1774.9,1362.018,1240.99,2813.163,370.025,2268.902,2095.662,2111.268,1613.285,817.161,686.256,765.611,304.447,3206.56
,21_s1m1_cell 238,cell 238,479.138,4135.512,494.021,2516.651,1440.654,1765.473,1305.292,908.826,3276.483,361.947,2134.063,1626.984,3291.042,2583.432,654.49,682.457,981.783,327.617,2562.087
,21_s1m1_cell 239,cell 239,1144.652,1331.317,531.915,288.623,1974.22,2053.997,1685.755,193.455,3461.803,579.168,2291.363,353.702,2707.393,4276.378,314.237,1264.493,2190.698,1705.568,331.742
